Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win JMU,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover JMU,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win JMU,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover JMU,BS Outcome - New BS DUKE,BS Outcome - New BS JMU,Ball Start,Circle Entry,From Zone DUKE,From Zone JMU,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type JMU,To Zone DUKE,To Zone JMU,Ungrouped,Notes,Flags
Duke vs JMU,391.37785578966736,27.50231530566515,Start AMid DUKE,5,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From D25 DUKE",,,,"Interception, Turnover",,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",,", , , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,683.5730512413338,20.17880634466519,Start AMid DUKE,6,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,842.1804764883326,9.906450687333518,Start AMid DUKE,7,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,952.8184443066673,3.9627763353315686,Start AMid DUKE,8,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1321.9239257870004,13.15622093833349,Start AMid DUKE,9,,,,,,,,,,,,,,,,,"From AMid DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , Home Game, DUKE 0 - 0  JMU, BW3 DUKE, Q2, DUKE 11v11 JMU, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1468.3679573156667,12.79338347466728,Start AMid DUKE,10,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1513.2818294023325,3.5873805543335493,Start AMid DUKE,11,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1521.8453503086666,12.520960604998209,Start AMid DUKE,12,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Interception, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1550.0575843653335,3.4632390046658657,Start AMid DUKE,13,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1565.1334273630002,8.103415467999866,Start AMid DUKE,14,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1589.2410550343325,19.780496019666316,Start AMid DUKE,15,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From DMid DUKE",,,,"Interception, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To DMid DUKE",,", , , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,2060.6636348163324,4.2149170980001145,Start AMid DUKE,16,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  JMU, Q2, DUKE 11v10 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3287.041165645999,21.606517835332397,Start AMid DUKE,17,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,"From AMid DUKE, From DMid DUKE",,,,"Duel Lost, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3317.0895497316665,1.3838684413312876,Start AMid DUKE,18,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", ",,
Duke vs JMU,3333.3650155016676,12.528414146333034,Start AMid DUKE,19,,,,,,,,,,,,,"NewBS A25 DUKE, NewBS A25 DUKE",,,,,,,,,"Free Hit, Free Hit",,,,,,,,,,,", , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3416.0211456396682,6.6333317083317525,Start AMid DUKE,20,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3667.0345821299993,19.015858734667745,Start AMid DUKE,21, ,,,,,,,,,,,,,,BS 3,Middle,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3735.5717739683337,25.09393787399995,Start AMid DUKE,22,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,"From AMid DUKE, From DMid DUKE",,,,"Interception, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3830.630200086333,21.349433881999175,Start AMid DUKE,23,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,,,"From AMid DUKE, From AMid DUKE, From AMid DUKE",,,,"Turnover, Foul Against",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3866.0067876439985,13.13403698633283,Start AMid DUKE,24, ,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,,Middle,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3893.132513899667,7.715088530998855,Start AMid DUKE,25,,,,,,,,,,,,,NewBS AMid DUKE,,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3982.950298472999,4.1221513650002635,Start AMid DUKE,26,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3988.3267807129996,2.640618452999206,Start AMid DUKE,27,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,,,,,"End Line, Turnover",,,,,,,,,,,,", , DUKE 11v11 JMU",,
Duke vs JMU,4001.4600441220014,4.004045542666063,Start AMid DUKE,28,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4008.6054108423323,6.03447579833437,Start AMid DUKE,29,,,,,,,,,,,,,NewBS A25 DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4098.624930973334,6.544231152000066,Start AMid DUKE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 0 - 3  JMU, Q3, DUKE 10v11 JMU, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4290.305059401667,13.81446883366607,Start AMid DUKE,31,,,,,,,,,,,,,,,,,"From AMid DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , Home Game, DUKE 0 - 3  JMU, Q4, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4950.726441132666,8.440986622333185,Start AMid DUKE,32, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5229.243140281,6.4159029760012345,Start AMid DUKE,33,,,,,,,,,,,,,NewBS AMid DUKE,,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5445.860766977334,3.1819634589992347,Start AMid DUKE,34,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Out of Conf, Home Game, Regular Season, DUKE 11v11 JMU",,
Duke vs JMU,5467.862428437666,7.833110709334505,Start AMid DUKE,35,,,,,,,,,,,,,NewBS AMid DUKE,,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v10 JMU, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5609.168552805332,9.875102656333183,Start AMid DUKE,36, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,Right,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Duel Lost, Turnover",,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5714.194139109665,4.598725271333933,Start AMid DUKE,37,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 2 - 4  JMU, Q4, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5720.536685493,15.50602966533279,Start AMid DUKE,38,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 2 - 4  JMU, Q4, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,244.7488192133342,8.458536180331834,Start A25 DUKE,1, ,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,435.3879421003318,12.433526455001527,Start A25 DUKE,2, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","Interception, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,704.2768747450008,7.495214175331284,Start A25 DUKE,3,,,,,,,,,,,,,NewBS A25 DUKE,,BS 5,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,712.3623077426665,10.302983554665275,Start A25 DUKE,4, ,,,,,,,,,,,,,,BS 5,Middle,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To Circle DUKE, To Circle DUKE",,", , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,808.5928893806663,7.759287723666148,Start A25 DUKE,5, ,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1280.7401523020005,14.190094505665456,Start A25 DUKE,6, ,,,,,,,,,,,,NewBS A25 DUKE,,,Left,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,To Circle DUKE,,", , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1400.723701436,6.9659267476645255,Start A25 DUKE,7, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Interception, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3348.341524643332,14.942994434000411,Start A25 DUKE,8,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3364.545149478667,7.697895736666396,Start A25 DUKE,9,,,,,,,,,,,,,NewBS AMid DUKE,,,,"From A25 DUKE, From A25 DUKE",,,,,Sideline,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3374.587343465334,9.492791909664902,Start A25 DUKE,10,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,,"From A25 DUKE, From AMid DUKE",,,,"Interception, Turnover",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3394.487607274668,1.7889980743311753,Start A25 DUKE,11,,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , DUKE 11v11 JMU",,
Duke vs JMU,3772.147191023333,10.520125242333506,Start A25 DUKE,12,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Long Corner,,,,,,,,,,,", Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3902.2481100423333,7.75133377966722,Start A25 DUKE,13,,,,,,,,,,,,,NewBS A25 DUKE,,BS 5,,,,,,,Long Corner,,,,,,,,,,,", Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3928.4388536623323,1.4097393420001936,Start A25 DUKE,14,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,", , DUKE 11v11 JMU",,
Duke vs JMU,4016.122973676667,8.856611326665188,Start A25 DUKE,15, ,,,,,,,,,,,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5077.704260059,15.763263203665701,Start A25 DUKE,16,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5096.222182947999,1.1046123233336402,Start A25 DUKE,17,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,", , DUKE 11v11 JMU",,
Duke vs JMU,5237.0402927959985,17.81115995833352,Start A25 DUKE,18, ,,,,,,,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5358.525036487001,5.096754571996826,Start A25 DUKE,19, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,,Left,"From A25 DUKE, From A25 DUKE",,,", Shot DUKE, , Chance DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Q4, DUKE 1 - 4  JMU, Home Game, DUKE 11v11 JMU, PC, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5386.340937089667,11.19482680999954,Start A25 DUKE,20, ,,,,,,,,,,,,"NewBS A25 DUKE, NewBS A25 DUKE",,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE",,"Long Corner, Long Corner",,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5476.897484142,8.509653902333412,Start A25 DUKE,21,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v10 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5541.9033996319995,10.72029286400084,Start A25 DUKE,22,,,,,,,,,,,,,,,,,From A25 DUKE,,,", PC Win DUKE, , PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", Q4, DUKE 1 - 4  JMU, Home Game, DUKE 11v10 JMU, PC, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5629.725356714667,4.25646538699948,Start A25 DUKE,23,,,,,,,,,,,,,NewBS A25 DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5635.890024858665,5.234950641666728,Start A25 DUKE,24,,,,,,,,,,,,,NewBS A25 DUKE,,,,,,,,,Long Corner,,,,,,,,,,,", Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5760.172175411,10.75345960566483,Start A25 DUKE,25,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Home Game, DUKE 2 - 4  JMU, Q4, DUKE 10v11 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1297.0271320273325,10.006918551999433,LC DUKE,1,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,From ,,,,"End Line, Turnover",,,,,,,,LC DUKE,,To A25 DUKE,,", , , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start LC DUKE, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1384.6560554469988,15.441699414001278,LC DUKE,2,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,From ,,,,,Free Hit,,,,,,,LC DUKE,,To A25 DUKE,,", , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start LC DUKE, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3782.3261801313315,21.488314263000575,LC DUKE,3,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,"From , From A25 DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","End Line, Turnover",,,,,,,,LC DUKE,,"To A25 DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , , , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start LC DUKE, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3908.750282477,10.110669056332426,LC DUKE,4,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS,,,,,,"Interception, Turnover",,,,,,,,LC DUKE,,To A25 DUKE,,", , , , , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start LC DUKE, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5395.135343464665,12.652800094000668,LC DUKE,5,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,From A25 DUKE,,,,"End Line, Turnover",,,,,,,,LC DUKE,,To A25 DUKE,,", , , , , Q4, DUKE 1 - 4  JMU, Start LC DUKE, Home Game, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5638.939829725665,20.20239296566706,LC DUKE,6, ,,,,,,,,,,,,,,BS,Middle,"From A25 DUKE, From A25 DUKE, From A25 DUKE, From A25 DUKE",,ACE,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, CE DUKE, Goal DUKE",,,,,,,,,LC DUKE,,"To A25 DUKE, To Circle DUKE, To Circle DUKE, To Circle DUKE",,", , , , , , , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start LC DUKE, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,241.42766635166558,11.779689042000456,BS5 DUKE,1, ,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q1, BW4 DUKE, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,701.2805071776653,10.491581742666767,BS5 DUKE,2,,,,,,,,,,,,,NewBS A25 DUKE,,BS 5,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q1, BW4 DUKE, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,709.0271058496669,13.63818544766491,BS5 DUKE,3, ,,,,,,,,,,,,,,BS 5,Middle,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To Circle DUKE, To Circle DUKE",,", , , Home Game, Q1, BW4 DUKE, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,803.9991848383314,12.352992266001024,BS5 DUKE,4, ,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,To Circle DUKE,,", , , , Q1, DUKE 0 - 0  JMU, Home Game, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1397.2008068226648,10.488821360999736,BS5 DUKE,5, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Interception, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q2, BW4 DUKE, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
