Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,988.6020777777778,0.0,Labels,155, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,990.8982658959952,0.0,Labels,156,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,994.4983966569982,0.0,Labels,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1001.3985789339963,0.0,Labels,158,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1006.0988069749982,0.0,Labels,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1027.2878044059921,0.0,Labels,160,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1028.798918582996,0.0,Labels,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1045.0985580179956,0.0,Labels,162, ,,,,,,,,,,,,,,,,,,,,Right,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1045.6842333333334,0.0,Labels,163,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1052.7995756399932,0.0,Labels,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Bellarmine,1066.9058976210024,0.0,Labels,165,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1069.6983032410014,0.0,Labels,166,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1104.5386666666666,0.0,Labels,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,1112.9985018739947,0.0,Labels,168,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1123.2979458089949,0.0,Labels,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,1129.599020051992,0.0,Labels,170,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1131.0978781050012,0.0,Labels,171,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,1136.269159839991,0.0,Labels,172,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1138.9988636439941,0.0,Labels,173,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1141.5983992579943,0.0,Labels,174,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1145.3982615709906,0.0,Labels,175, ,,,,,,,,,,,,,,,,,,,,Left,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1147.3992566009958,0.0,Labels,176,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1148.3975544910024,0.0,Labels,177,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1150.098742014,0.0,Labels,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1168.5984536680012,0.0,Labels,179,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1177.298090961998,0.0,Labels,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,1186.3989727689986,0.0,Labels,181,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1187.3984470629932,0.0,Labels,182,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1190.5989805179954,0.0,Labels,183,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1194.4995279399984,0.0,Labels,184,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1198.4991438129916,0.0,Labels,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1204.3793222222223,0.0,Labels,186, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1204.998747370003,0.0,Labels,187,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1211.1670153319944,0.0,Labels,188,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1222.3981879180008,0.0,Labels,189,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1229.0977623509925,0.0,Labels,190,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1233.1980336209963,0.0,Labels,191,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1245.2969524249927,0.0,Labels,192,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1246.481340216,0.0,Labels,193,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1246.481340216,0.0,Labels,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,1251.0981385539974,0.0,Labels,195,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1252.4986506479995,0.0,Labels,196,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,1258.299704041,0.0,Labels,197,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1263.8984916369961,0.0,Labels,198,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1275.2989244780026,0.0,Labels,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Bellarmine,1290.899594700998,0.0,Labels,200,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1300.2995104299926,0.0,Labels,201,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1304.298119397996,0.0,Labels,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Bellarmine,1309.0337608129946,0.0,Labels,203,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1316.2992127219982,0.0,Labels,204,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1320.9981027780013,0.0,Labels,205,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1328.2985667779956,0.0,Labels,206,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1334.4509498699983,0.0,Labels,207,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1335.7360444444444,0.0,Labels,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1342.8991325499946,0.0,Labels,209,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1373.898965469,0.0,Labels,210,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1376.698506882996,0.0,Labels,211, ,,,,,,,,,,,,,,,,,,,,Right,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1381.2002975649968,0.0,Labels,212,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1382.3900514459988,0.0,Labels,213,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1387.2987388339964,0.0,Labels,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1398.297395710999,0.0,Labels,215,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1405.6985863039922,0.0,Labels,216,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1406.4986928169976,0.0,Labels,217,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1410.2970943229918,0.0,Labels,218,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1420.2985049159927,0.0,Labels,219,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1421.3981483079954,0.0,Labels,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,1433.800000449998,0.0,Labels,221,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1435.1972070020029,0.0,Labels,222,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1436.1991977649977,0.0,Labels,223,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1444.2984439220013,0.0,Labels,224,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1448.0990421149952,0.0,Labels,225,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1453.2784778140017,0.0,Labels,226,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1455.499467801994,0.0,Labels,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1473.5979057729978,0.0,Labels,228,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1479.7639815309963,0.0,Labels,229,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1480.7984741729983,0.0,Labels,230,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1483.8996494669973,0.0,Labels,231,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1485.8986655369986,0.0,Labels,232, ,,,,,,,,,,,,,,,,,,,,Middle,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1489.965606281993,0.0,Labels,233,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1491.4988595669927,0.0,Labels,234,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1499.099101887,0.0,Labels,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1500.3995227389964,0.0,Labels,236,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,LC DUKE,,,,,,
Duke vs Bellarmine,1507.2987688809967,0.0,Labels,237,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1514.1986220089934,0.0,Labels,238,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1521.9981461879956,0.0,Labels,239,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1524.1767909389948,0.0,Labels,240,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1525.3996328879941,0.0,Labels,241,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1528.4977653309913,0.0,Labels,242,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1530.8995672059943,0.0,Labels,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,1561.7054245449972,0.0,Labels,244,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To D25 BELL,,,,,
Duke vs Bellarmine,1566.388179525996,0.0,Labels,245,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1588.698954048999,0.0,Labels,246,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1591.3984849349958,0.0,Labels,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,1596.2129333333332,0.0,Labels,248,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1596.2129333333332,0.0,Labels,249,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,1596.6989426849984,0.0,Labels,250,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1602.7983642289971,0.0,Labels,251,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1607.798692181997,0.0,Labels,252,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1610.5724666666667,0.0,Labels,253, ,,,,,,,,,,,,,,,,,,,,Left,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1611.0995539439998,0.0,Labels,254,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1622.8989050690006,0.0,Labels,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1632.6981652239936,0.0,Labels,256,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1634.099512928997,0.0,Labels,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1646.3983585109936,0.0,Labels,258,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1653.5662777777777,0.0,Labels,259,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1653.698966870994,0.0,Labels,260,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1659.4991923809966,0.0,Labels,261,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1660.5967711370017,0.0,Labels,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1663.8984424250018,0.0,Labels,263,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1669.597079454996,0.0,Labels,264,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,CE BELL,ACE-0 BELL,,,,,,,,,,,,,To Circle BELL,,,
Duke vs Bellarmine,1671.3003777777778,0.0,Labels,265,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1671.3003777777778,0.0,Labels,266,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1671.399854323002,0.0,Labels,267,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1673.7706666666666,0.0,Labels,268, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1674.0981592050023,0.0,Labels,269,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1680.6992637959981,0.0,Labels,270,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1683.686390417994,0.0,Labels,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1687.2963620549956,0.0,Labels,272,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1696.299846527993,0.0,Labels,273,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1698.7990588159923,0.0,Labels,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,1709.1020666666666,0.0,Labels,275,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1709.1020666666666,0.0,Labels,276,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1716.9175489359893,0.0,Labels,277,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,1725.698706768998,0.0,Labels,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BELL,,,", ",,
Duke vs Bellarmine,1737.6975562939983,0.0,Labels,279,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1740.0978876069967,0.0,Labels,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,1752.2803702049998,0.0,Labels,281,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1759.5991223560018,0.0,Labels,282,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1765.5874456949941,0.0,Labels,283,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1766.5237754649963,0.0,Labels,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,1768.1965626369904,0.0,Labels,285,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1773.1979466250007,0.0,Labels,286,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,1776.8421,0.0,Labels,287, ,,,,,,,,,,,,,,,,,,,,Right,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1781.5988180619952,0.0,Labels,288,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,CE BELL,ACE-0 BELL,,,,,,,,,,,,,To Circle BELL,,,
Duke vs Bellarmine,1783.4986695389928,0.0,Labels,289,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1787.8980674470008,0.0,Labels,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,1797.0972016009987,0.0,Labels,291,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1799.9281630519952,0.0,Labels,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC BELL,,,,,,", ",,
Duke vs Bellarmine,1807.5988910969982,0.0,Labels,293,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1811.6113504529949,0.0,Labels,294,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1813.198814012996,0.0,Labels,295,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,1816.8984681429974,0.0,Labels,296,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,1821.099599052998,0.0,Labels,297,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,1823.6711777777778,0.0,Labels,298, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1827.7988865940006,0.0,Labels,299,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,1835.9995723559975,0.0,Labels,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1847.002888888889,0.0,Labels,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,1853.1987256769914,0.0,Labels,302,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1855.7994814519925,0.0,Labels,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,1856.707873625996,0.0,Labels,304,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,1860.3078946759967,0.0,Labels,305,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,1865.306577195998,0.0,Labels,306,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,1868.596811111111,0.0,Labels,307, ,,,,,,,,,,,,,,,,,,,,Middle,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1869.4990658039965,0.0,Labels,308,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,"CE BELL, Chance BELL, Shot BELL",,,,,,,,,,,,,,To Circle BELL,,,
