Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,1231.1980336209963,14.098918803996412,DMid DUKE,25,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1256.299704041,7.5987875959961,DMid DUKE,26,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, BW1 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1288.899594700998,11.399915728994529,DMid DUKE,27,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1307.0337608129946,9.26545190900356,DMid DUKE,28,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1318.9981027780013,9.300463999994236,DMid DUKE,29,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1404.4986928169976,5.798401505994207,DMid DUKE,30,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1434.1991977649977,10.099246157003563,DMid DUKE,31,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, BW2 BELL, DUKE 11v11 BELL, DUKE 1 - 0  BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1512.1986220089934,9.79952417900222,DMid DUKE,32,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, DUKE 1 - 0  BELL, Q2, Start LC DUKE, BW4 DUKE, DUKE 11v11 BELL, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1594.6989426849984,8.099421543998687,DMid DUKE,33,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, BW1 DUKE, DUKE 1 - 0  BELL, DUKE 10v11 BELL, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1750.2803702049998,9.318752151001945,DMid DUKE,34,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1811.198814012996,5.699654130001363,DMid DUKE,35,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1915.0701444444444,8.228746715554735,DMid DUKE,36,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q2, DUKE 1 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1937.9988667689918,2.6994972510040043,DMid DUKE,37,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,From D25 DUKE,,,"Turnover, Interception",,,Show - Outlet,,,,,,,,,,To DMid DUKE,", , , Home Game, Q2, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1974.7222444444444,8.875926864550593,DMid DUKE,38,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, DUKE 1 - 1  BELL, Q2, DUKE 11v11 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2044.497799586992,15.401257245005809,DMid DUKE,39,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q2, DUKE 1 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2063.0523486019993,4.146560346992828,DMid DUKE,40,,,,,,,,,,,TOW A25 BELL,,,,,TO D25 DUKE,,,,,,,,From D25 DUKE,,,"Ball Out, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, Q2, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2131.9986050069947,12.336374503005118,DMid DUKE,41,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2274.8977495069953,8.102952028004893,DMid DUKE,42,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,From D25 DUKE,,,,Sideline,,,,,,,,,,,,To DMid DUKE,", , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2281.9991912709966,4.899089816000469,DMid DUKE,43,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2295.6987295849945,7.900140062998162,DMid DUKE,44,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,From DMid BELL,,,,,"Ball Out, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, Q3, BW2 BELL, DUKE 11v11 BELL, DUKE 1 - 1  BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2310.499969189997,19.261586554999212,DMid DUKE,45,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,From AMid BELL,,,,,"Turnover, Interception",,,Show - Outlet,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2366.8994696149953,3.400706598006309,DMid DUKE,46,,,,,,,,,,,,,,,,,,,NewBS D25 DUKE,,,,,From D25 DUKE,,,,Sideline,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2369.1992047379977,13.598761635998471,DMid DUKE,47,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2389.098944333999,4.099552365999443,DMid DUKE,48,,,,,BW A25 BELL,,,,,BL D25 DUKE,,,,,,,,,,,,,,From D25 DUKE,,,"Turnover, Interception",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2401.2781444444445,4.621277677551916,DMid DUKE,49,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, BW3 BELL, DUKE 11v11 BELL, DUKE 1 - 1  BELL, Regular Season, In Conf",,
Duke vs Bellarmine,2491.059044444444,4.439856094552852,DMid DUKE,50,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2513.6990487730022,3.9991767369956506,DMid DUKE,51,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v10 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2528.1987506980013,8.19912072099487,DMid DUKE,52,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,,,,"End Line, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v10 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2546.2991317199926,8.000239813008193,DMid DUKE,53,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v10 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2685.796511111111,2.0,DMid DUKE,54,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 2 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2688.1994534129944,18.468394181999884,DMid DUKE,55,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 2 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2792.0634834399984,3.6354958109977815,DMid DUKE,56,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 2 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2983.5994230400006,6.699119884993706,DMid DUKE,57,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2994.646313288995,10.552686060001633,DMid DUKE,58,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,Show - Tendency,,,,,,,,,,To DMid DUKE,", Home Game, Q3, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3247.2989264949924,15.800454512996112,DMid DUKE,59,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,Show - Outlet,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3324.098273949993,7.102524182020716,DMid DUKE,60,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,From D25 DUKE,,,,Sideline,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3329.899525144992,10.299092191007276,DMid DUKE,61,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3354.298634543008,5.400898628982304,DMid DUKE,62,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3531.3993945179986,5.696894349002378,DMid DUKE,63,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3545.4981979949944,6.1728824709921355,DMid DUKE,64,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3566.6987551389943,7.299238407007124,DMid DUKE,65,,,,,,,,,,,,,,,,,,,,,,,,"From D25 DUKE, From D25 DUKE",,,,,,,,,,,,,,,,"To DMid DUKE, To DMid DUKE",", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3761.5360727470033,5.263838738997038,DMid DUKE,66,,,,,,,,,,,,,,,,,,,NewBS D25 DUKE,,,,,From D25 DUKE,,,,Free Hit,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3765.799314874005,8.993821256988667,DMid DUKE,67,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,BS 2,,,,,,,"End Line, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3852.1998155520027,11.699821392993726,DMid DUKE,68,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3969.2754,5.9256419500025,DMid DUKE,69,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,From AMid BELL,,,,,"Turnover, Foul Against",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4087.1989685710037,5.799468663994958,DMid DUKE,70,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4149.099554180003,7.905788085987297,DMid DUKE,71,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4159.097859613995,6.600227077003183,DMid DUKE,72,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4176.421112022998,8.67941558300572,DMid DUKE,73,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4184.299424216005,12.900186304988893,DMid DUKE,74,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4201.199768317993,4.593736796993653,DMid DUKE,75,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,,,From D25 DUKE,,,"Ball Out, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4264.999476734996,6.078956598336845,DMid DUKE,76,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,From D25 DUKE,,,"Turnover, Interception",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,11.698834156999943,7.700405436998839,D25 DUKE,1,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q1, DUKE 0 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,25.698583412997984,7.0809491459993055,D25 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q1, DUKE 0 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,212.19707746399754,9.601601495999432,D25 DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,286.49860830799787,3.7010479029962084,D25 DUKE,4,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, Start Interception, Regular Season, In Conf",,
Duke vs Bellarmine,349.89961772799296,5.398505645005116,D25 DUKE,5,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q1, BW2 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,458.59868352399184,20.001072797003076,D25 DUKE,6,,,,,,,,,,,TOW A25 BELL,,,,,TO D25 DUKE,,,,BS 1,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,,To D25 DUKE,", , , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,490.29821036499277,12.404964761002816,D25 DUKE,7,,,,,,,,,,,,,,,,,,,NewBS D25 DUKE,,,From A25 BELL,,,,,,Free Hit,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,501.49867590799914,13.799409811991552,D25 DUKE,8,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,711.6987976290025,7.900228376995869,D25 DUKE,9,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,745.6990585070015,21.399156085994264,D25 DUKE,10,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,971.4998553799975,5.799386634994221,D25 DUKE,11,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1102.5386666666666,10.45983520732807,D25 DUKE,12,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1129.0978781050012,7.171281734989861,D25 DUKE,13,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1250.4986506479995,7.8010533930005295,D25 DUKE,14,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
