Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,981.1989745439984,4.997676134992616,DMid DUKE,18,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,,From DMid LONG,,,"Ball Out, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1072.8995455689967,4.899506307996262,DMid DUKE,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1091.196765420991,9.098686843012274,DMid DUKE,20,,,,,,,,,,,,,,,,,"From AMid DUKE, From DMid DUKE",,,,,,,,,,,,,,"To DMid DUKE, To DMid DUKE",,", , Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1106.3980927019966,6.001489836998417,DMid DUKE,21,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1342.0000799369898,3.3965260230022523,DMid DUKE,22,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, Regular Season, In Conf",,
Duke vs Longwood,1347.4705314749965,8.374704774002566,DMid DUKE,23,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1356.9985809769908,9.300081275008779,DMid DUKE,24,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1365.398515920002,22.722936944987396,DMid DUKE,25,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1441.1995075739974,3.9556037409854525,DMid DUKE,26,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1473.7989207010016,10.800258792992054,DMid DUKE,27,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1544.499207427993,6.6001032390083765,DMid DUKE,28,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q1, BW3 LONG, DUKE 11v11 LONG, DUKE 2 - 0  LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1778.1786071629863,9.820191788011016,DMid DUKE,29,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, BW1 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1864.7995571869926,11.6001675290006,DMid DUKE,30,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, BW3 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1882.0983170299903,5.100935774007439,DMid DUKE,31,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, BW3 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1959.69793415799,8.191425859008177,DMid DUKE,32,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,From DMid LONG,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1987.5991032389868,11.313463249017104,DMid DUKE,33,,,,,,,,,,,,,NewBS DMid DUKE,,,,From D25 DUKE,,,,,Free Hit,,,,,,,,,To DMid DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1997.4990288699937,24.699410888001694,DMid DUKE,34,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2055.4985642939896,7.000848817004226,DMid DUKE,35,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2079.89790727399,5.701331364008183,DMid DUKE,36,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2098.499279278994,5.299352871997598,DMid DUKE,37,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From D25 DUKE,,,,"Turnover, Foul Against",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q2, BW2 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2135.0986283209972,5.599695953993432,DMid DUKE,38,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2143.999054859992,4.700428126999213,DMid DUKE,39,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2189.5991888039975,5.799404322006922,DMid DUKE,40,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2269.4968555555556,4.802177267432398,DMid DUKE,41,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2275.2990693610077,16.70025767098332,DMid DUKE,42,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 3 - 0  LONG, BW2 DUKE, Q2, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2299.299002148995,2.799703093998687,DMid DUKE,43,,,,,,,,,,TOW A25 LONG,TO D25 DUKE,,,,,,From D25 DUKE,,,,"Ball Out, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q2, BW2 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2950.899025152999,5.899970595997274,DMid DUKE,44,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q3, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3049.59865456299,7.5000548889925085,DMid DUKE,45,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, BW1 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3231.898886540994,20.999773645002733,DMid DUKE,46,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3286.099412644996,5.698513050001111,DMid DUKE,47,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3366.6987999149887,4.225204990006205,DMid DUKE,48,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3383.2991173849964,8.786327059448013,DMid DUKE,49,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3439.7991413419895,4.899098019996472,DMid DUKE,50,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3450.6989507039925,10.797411904997716,DMid DUKE,51,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, BW2 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3543.199737091999,9.399937705998582,DMid DUKE,52,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From D25 DUKE,,,,"Turnover, Foul Against",,,Show - Tendency,,,,,,,To DMid DUKE,,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3576.698461007004,9.699991822000811,DMid DUKE,53,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3646.098714456993,6.3005133810024745,DMid DUKE,54,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, BW1 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3686.3998155909944,4.2011269920017185,DMid DUKE,55,,,,,,,,,,,,,NewBS D25 DUKE,,,,From D25 DUKE,,,,,Free Hit,,,,,,,,,To DMid DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3689.2558479119975,27.74345099800803,DMid DUKE,56,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3881.0988392429877,6.800408482013154,DMid DUKE,57,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3890.2989135860053,7.899464186997648,DMid DUKE,58,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4107.998924926003,11.037951500998133,DMid DUKE,59,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4126.996813340998,18.003158447000715,DMid DUKE,60,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,"Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet",,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4156.199382471988,6.2036521440040815,DMid DUKE,61,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, BW3 DUKE, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4199.899037894988,6.900759806017959,DMid DUKE,62,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4224.898156524993,12.099778574003722,DMid DUKE,63,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, BW4 DUKE, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4242.598993567004,4.30020794099255,DMid DUKE,64,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, BW4 DUKE, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4310.7985378689955,6.3370106859983935,DMid DUKE,65,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4323.298484152996,8.402461743005006,DMid DUKE,66,,,,,,,,,,,,,NewBS DMid DUKE,,,,From D25 DUKE,,,,,Sideline,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4330.598966968995,16.100496671001565,DMid DUKE,67,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4346.298807501002,8.068548054553503,DMid DUKE,68,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4443.499374685996,7.899865472003512,DMid DUKE,69,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4541.998901944993,5.601561325010152,DMid DUKE,70,,,,,,,,,,,,,NewBS DMid DUKE,,,,From D25 DUKE,,,,,Free Hit,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, BW1 DUKE, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4575.1985395579895,6.000272454999504,DMid DUKE,71,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4585.4979013940065,10.700609723983689,DMid DUKE,72,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4613.799060368996,10.701023164998333,DMid DUKE,73,,,,,,,,,,,,,NewBS DMid DUKE,,,,From AMid DUKE,,,,,Sideline,,,,,,,,,To DMid DUKE,,", , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4623.299597204006,9.915477968980667,DMid DUKE,74,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4633.399265879997,5.999273572004313,DMid DUKE,75,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4651.800087614992,12.999680998003896,DMid DUKE,76,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4745.799513349993,5.499147489007555,DMid DUKE,77,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, DUKE 6 - 0  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4767.099366560006,7.697375839992674,DMid DUKE,78,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 6 - 0  LONG, BW1 DUKE, Q4, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4847.995958886992,16.6913180719921,DMid DUKE,79,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From AMid DUKE,,,,"Ball Out, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, DUKE 6 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4906.698109361999,6.800396492007167,DMid DUKE,80,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4926.298568551994,13.832177826997395,DMid DUKE,81,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4942.59825912699,4.4011595729953115,DMid DUKE,82,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,,,From D25 DUKE,,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4953.997142610997,12.901501773003474,DMid DUKE,83,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid DUKE,,", , Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4986.398840212989,8.323103082006128,DMid DUKE,84,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,5012.198482274995,8.293299595999088,DMid DUKE,85,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From D25 DUKE,,,,"Turnover, Foul Against",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, BW1 DUKE, DUKE 6 - 1  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,5030.1990826019855,11.59928345800472,DMid DUKE,86,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,From AMid LONG,,,"End Line, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,5057.478656230993,9.120849867003926,DMid DUKE,87,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,From DMid LONG,,,"Turnover, Interception",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,5078.392306207003,4.7057015629943635,DMid DUKE,88,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,", Home Game, Q4, BW1 DUKE, DUKE 6 - 1  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,52.99996971098981,7.196607807011155,D25 DUKE,1,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, DUKE 0 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,83.423,5.375583972991208,D25 DUKE,2,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 0 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,93.69908179898974,6.699451372001221,D25 DUKE,3,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,Show - Tendency,,,,,,,To D25 DUKE,,", , , Home Game, Q1, BW2 DUKE, DUKE 0 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,363.2991897359901,5.899182854011883,D25 DUKE,4,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,410.8997617869885,7.901318611011732,D25 DUKE,5,,,,,,,,,,,,,NewBS D25 DUKE,,,,,From AMid LONG,,,,Free Hit,,,,,,,,,To D25 DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,566.0981207470045,10.401322898993271,D25 DUKE,6,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,651.496139922996,4.180918149997524,D25 DUKE,7,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 1 - 0  LONG, BW4 LONG, Q1, Start Foul For, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,699.7723777777778,5.230126127219705,D25 DUKE,8,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,704.4989984289936,7.646460065005272,D25 DUKE,9,,,,,,,,,,,,,,,,,"From D25 DUKE, From DMid DUKE",,,,,,,,,,,,,,"To D25 DUKE, To D25 DUKE",,", , Home Game, Q1, BW1 DUKE, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,886.4708964729851,8.227880155013395,D25 DUKE,10,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,900.8804349779949,5.719040806003477,D25 DUKE,11,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1353.845236248999,5.15334472799168,D25 DUKE,12,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
