Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,1123.798248232995,0.0,Labels,176,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1125.9985736549847,0.0,Labels,177,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1127.998967137001,0.0,Labels,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,1316.9101944444444,0.0,Labels,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,1330.0989681349974,0.0,Labels,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,1342.4536731800038,0.0,Labels,181,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1344.0000799369898,0.0,Labels,182,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1345.396605959992,0.0,Labels,183,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1349.4705314749965,0.0,Labels,184,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1355.845236248999,0.0,Labels,185,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,1358.9985809769908,0.0,Labels,186,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1366.2986622519995,0.0,Labels,187,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,1367.398515920002,0.0,Labels,188,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1388.1214528649894,0.0,Labels,189,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1392.1294634649955,0.0,Labels,190,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1394.3001157310007,0.0,Labels,191,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1400.3997748429933,0.0,Labels,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,1414.1997747779953,0.0,Labels,193,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,1422.0985102579973,0.0,Labels,194,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1423.1985555399951,0.0,Labels,195,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1427.999004405999,0.0,Labels,196,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1437.4997569329955,0.0,Labels,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs Longwood,1440.1993248820058,0.0,Labels,198,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1443.1995075739974,0.0,Labels,199,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1445.1551113149828,0.0,Labels,200,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1455.8981201560018,0.0,Labels,201,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1456.9994801589844,0.0,Labels,202,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1458.7994127000043,0.0,Labels,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,1470.3997177509905,0.0,Labels,204,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,1474.492093003985,0.0,Labels,205,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1475.7989207010016,0.0,Labels,206,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1484.5991794939937,0.0,Labels,207,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1490.4987162089922,0.0,Labels,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs Longwood,1496.0985011319922,0.0,Labels,209,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1503.699057286991,0.0,Labels,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Longwood,1509.3983471159927,0.0,Labels,211,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1521.098696435998,0.0,Labels,212,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1521.9992732669882,0.0,Labels,213,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,1531.0995889589904,0.0,Labels,214,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1532.9986130429984,0.0,Labels,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs Longwood,1538.3994350459975,0.0,Labels,216,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1539.4992615569947,0.0,Labels,217,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,1545.0984815680051,0.0,Labels,218,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1546.499207427993,0.0,Labels,219,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1551.0993106670014,0.0,Labels,220,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1558.898724948986,0.0,Labels,221,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1566.9986114230007,0.0,Labels,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs Longwood,1575.9989400199997,0.0,Labels,223, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1577.0995115279889,0.0,Labels,224,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs Longwood,1623.0988235209957,0.0,Labels,225,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs Longwood,1664.0996181699893,0.0,Labels,226,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs Longwood,1668.899670566996,0.0,Labels,227,,,,,,,,,,,,,,,,,,,PC,"Goal DUKE, ",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs Longwood,1702.2477333333334,0.0,Labels,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,1712.0976453229946,0.0,Labels,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,1717.5988527800055,0.0,Labels,230,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,1720.1989042659866,0.0,Labels,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,1735.8000248539875,0.0,Labels,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,1747.1924198709978,0.0,Labels,233,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,1751.4988878610009,0.0,Labels,234, ,,,,,,,,,,,,,,,Middle,,From A25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1757.6996521729927,0.0,Labels,235,,,,,,,,,,,,,,,,,,From A25 LONG,,CE LONG,ACE-0 LONG,,,,,,,,,,To Circle LONG,,,,
Duke vs Longwood,1763.7984647480016,0.0,Labels,236,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,1768.99979821399,0.0,Labels,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 LONG,", ",,
Duke vs Longwood,1773.9982481750055,0.0,Labels,238,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1775.0990336989912,0.0,Labels,239,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,1780.1786071629863,0.0,Labels,240,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1787.9987989509973,0.0,Labels,241,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1798.7996217889881,0.0,Labels,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs Longwood,1813.5989866979949,0.0,Labels,243,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1817.547811111111,0.0,Labels,244, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1822.7989164009964,0.0,Labels,245,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs Longwood,1823.999535273988,0.0,Labels,246,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1830.198669965993,0.0,Labels,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Longwood,1835.5922516869846,0.0,Labels,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,1844.811211111111,0.0,Labels,249,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1844.811211111111,0.0,Labels,250,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1866.7995571869926,0.0,Labels,251,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1876.3997247159932,0.0,Labels,252,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1884.0983170299903,0.0,Labels,253,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1887.1992528039978,0.0,Labels,254,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1891.7981071879915,0.0,Labels,255,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1895.0911471049935,0.0,Labels,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,1900.097027461,0.0,Labels,257,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1901.3986849799865,0.0,Labels,258,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,1905.547035654996,0.0,Labels,259,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,1921.098720124993,0.0,Labels,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs Longwood,1927.6987144619845,0.0,Labels,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Longwood,1928.1991732699921,0.0,Labels,262,,,,,,,,,,,,,,,,,From AMid DUKE,,,,"End Line, Turnover",,,,,,,,,,,,,,
Duke vs Longwood,1928.9967754879924,0.0,Labels,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,1952.996609739988,0.0,Labels,264,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,1960.1989457499883,0.0,Labels,265,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1961.69793415799,0.0,Labels,266,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1967.8893600169981,0.0,Labels,267,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1969.4993477249889,0.0,Labels,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,1972.3995965099905,0.0,Labels,269,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,1974.8991583569857,0.0,Labels,270,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,1977.598859189995,0.0,Labels,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs Longwood,1989.5991032389868,0.0,Labels,272,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,1999.4990288699937,0.0,Labels,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs Longwood,2022.1984397579954,0.0,Labels,274,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2024.2849987479979,0.0,Labels,275,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2025.6987672929822,0.0,Labels,276,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,2027.6577671539953,0.0,Labels,277,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,2034.2980167309875,0.0,Labels,278,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2047.6989553039937,0.0,Labels,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs Longwood,2057.4985642939896,0.0,Labels,280,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2062.499413110994,0.0,Labels,281,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2065.9979096339885,0.0,Labels,282,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2068.098496044002,0.0,Labels,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,2078.2982402809985,0.0,Labels,284,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,2080.8983286729954,0.0,Labels,285,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2081.89790727399,0.0,Labels,286,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2085.599238637998,0.0,Labels,287,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,2100.499279278994,0.0,Labels,288,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2103.7986321509916,0.0,Labels,289,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2105.399091407994,0.0,Labels,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,2113.598882739998,0.0,Labels,291,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,2127.4991451920037,0.0,Labels,292,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2131.098773027,0.0,Labels,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs Longwood,2137.0986283209972,0.0,Labels,294,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2140.6983242749907,0.0,Labels,295,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,2145.999054859992,0.0,Labels,296,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2148.6994829869914,0.0,Labels,297,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2150.298424486,0.0,Labels,298,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2151.499536353981,0.0,Labels,299,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,2154.799952393992,0.0,Labels,300,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,2156.598956787999,0.0,Labels,301,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,2170.4989511769986,0.0,Labels,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,2177.6982342609895,0.0,Labels,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,2190.5983254189914,0.0,Labels,304,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2191.5991888039975,0.0,Labels,305,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2195.3985931260045,0.0,Labels,306,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2199.299003727995,0.0,Labels,307,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,2209.5992409869855,0.0,Labels,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Longwood,2212.998181026983,0.0,Labels,309,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2226.49938796899,0.0,Labels,310,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,2235.396975919993,0.0,Labels,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Longwood,2237.198969650986,0.0,Labels,312,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2245.247333712996,0.0,Labels,313,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,2249.1984888339966,0.0,Labels,314,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2250.4991889659877,0.0,Labels,315,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 LONG,,,
Duke vs Longwood,2257.9996498739933,0.0,Labels,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,2264.299446806991,0.0,Labels,317,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,To DMid LONG,,,
Duke vs Longwood,2271.4968555555556,0.0,Labels,318,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2271.4968555555556,0.0,Labels,319,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2274.299032822988,0.0,Labels,320,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2277.2990693610077,0.0,Labels,321,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2291.999327031991,0.0,Labels,322,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,2301.299002148995,0.0,Labels,323,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,2301.5994730059992,0.0,Labels,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid LONG,", ",,
Duke vs Longwood,2302.0987052429937,0.0,Labels,325,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2316.2983956169987,0.0,Labels,326,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,2952.899025152999,0.0,Labels,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs Longwood,2956.7989957489963,0.0,Labels,328,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,2970.998786748,0.0,Labels,329,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,2973.698808842996,0.0,Labels,330,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2976.4750704019925,0.0,Labels,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,2993.596105031995,0.0,Labels,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 LONG,", ",,
Duke vs Longwood,2996.5989273239884,0.0,Labels,333,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,2997.5984834749947,0.0,Labels,334,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,3002.71900549499,0.0,Labels,335,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,3003.3004,0.0,Labels,336, ,,,,,,,,,,,,,,,Middle,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3003.5959898219926,0.0,Labels,337,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Chance DUKE, CE DUKE, Shot DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs Longwood,3004.6988701339883,0.0,Labels,338,,,,,,,,,,,,,,,,,From A25 DUKE,,ACE,"Goal DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs Longwood,3031.4107777777776,0.0,Labels,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid LONG,", ",,
Duke vs Longwood,3036.5461375459886,0.0,Labels,340,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,,To AMid LONG,,,
Duke vs Longwood,3039.2971546919994,0.0,Labels,341,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,,To A25 LONG,,,
Duke vs Longwood,3044.5988912019907,0.0,Labels,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 LONG,", ",,
Duke vs Longwood,3048.698670854991,0.0,Labels,343,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,,,,
Duke vs Longwood,3050.1986970499956,0.0,Labels,344,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs Longwood,3051.59865456299,0.0,Labels,345,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs Longwood,3057.0987094519824,0.0,Labels,346,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs Longwood,3064.6987488119894,0.0,Labels,347,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,3075.942288888889,0.0,Labels,348, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3076.0984347739973,0.0,Labels,349,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs Longwood,3077.1989173949887,0.0,Labels,350,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3086.7244248119887,0.0,Labels,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Longwood,3090.8989252949946,0.0,Labels,352,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs Longwood,3096.6989464949934,0.0,Labels,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
