Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BC,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BC,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BC,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BC,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BC,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BC,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BC,Start Type DUKE,To Zone BC,To Zone DUKE,Ungrouped,Notes,Flags
video 23 09 2022,2233.2835936853203,16.98967594066471,BS2 DUKE,13,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 2,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q2, BW2 DUKE, DUKE 0 - 1  BC, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2262.49961821134,6.080322929980866,BS2 DUKE,14,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q2, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2997.5418826469936,19.612391507325356,BS2 DUKE,15,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 2,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3077.190709275662,21.30188551001038,BS2 DUKE,16,,,,,,,,,,,,,,NewBS DMid DUKE,BS,,,"From DMid DUKE, From D25 DUKE",,,,Free Hit,,,,,,,,,,"To D25 DUKE, To DMid DUKE",", , , Home Game, Q3, DUKE 0 - 1  BC, DUKE 11v11 BC, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3096.348809302998,6.683737239656693,BS2 DUKE,17,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3305.359254689331,21.360040465996462,BS2 DUKE,18,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 2,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3518.2994918273203,31.405873854346737,BS2 DUKE,19,,,,,,,,,,,,,,NewBS AMid DUKE,BS 2,,,"From DMid DUKE, From AMid DUKE, From DMid DUKE",,,,Free Hit,,,,,,,,,,"To AMid DUKE, To DMid DUKE, To AMid DUKE",", , , , Home Game, Q3, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3697.0440359339996,6.59854848199484,BS2 DUKE,20,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW2 DUKE, DUKE 10v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4301.350323378992,15.16871866999736,BS2 DUKE,21,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 2,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, Q4, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v11 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4542.087039257986,22.89507260168193,BS2 DUKE,22,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 2,,,"From DMid DUKE, From DMid DUKE, From DMid DUKE, From DMid DUKE, From DMid DUKE",,,"Ball Out, Turnover",,,,,,,,,,,"To AMid DUKE, To DMid DUKE, To AMid DUKE, To DMid DUKE, To AMid DUKE",", , , , , , , Home Game, Q4, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v10 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4613.0583914166655,20.5602552939863,BS2 DUKE,23,,,,,BW D25 BC,,,BL A25 DUKE,,,,,,,BS 2,,,"From DMid DUKE, From AMid DUKE",,,"Duel Lost, Turnover",,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , , Home Game, Q4, DUKE 0 - 1  BC, BW2 DUKE, DUKE 11v10 BC, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4690.392726872661,7.971341769663923,BS2 DUKE,24,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS,,,From DMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,To AMid DUKE,", , , Home Game, Q4, DUKE 0 - 1  BC, DUKE 11v11 BC, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,211.77483793199605,16.522837424338405,BS1 DUKE,1,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 1,,,From D25 DUKE,,,"Ball Out, Turnover",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q1, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,294.0990988059934,11.512816906996022,BS1 DUKE,2,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q1, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,462.69171154766605,16.660785556667065,BS1 DUKE,3,,,,,BW DMid BC,,,BL AMid DUKE,,,,,,,BS 1,,,"From D25 DUKE, From DMid DUKE",,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , , Home Game, Q1, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,900.08099990266,18.181638688003318,BS1 DUKE,4,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,"From D25 DUKE, From DMid DUKE",,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To D25 DUKE",", , , , Home Game, Q1, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1005.560638444997,14.263098311987733,BS1 DUKE,5,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 1,,,From D25 DUKE,,,"Turnover, Interception",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q1, DUKE 0 - 0  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1340.2006707373264,18.100057070346338,BS1 DUKE,6,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,BS 1,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q2, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1371.9604657116722,31.0927083789868,BS1 DUKE,7, ,,,,BW D25 BC,,,BL A25 DUKE,,,,,,,BS 1,Right,,"From D25 DUKE, From DMid DUKE, From DMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, End Line, Turnover",,,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , , , Home Game, Q2, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1574.7137155666521,26.202678800008925,BS1 DUKE,8,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,BS 1,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, Q2, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1601.5272058216574,6.810125574995027,BS1 DUKE,9,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q2, DUKE 0 - 0  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1724.2036066226522,10.466666384688551,BS1 DUKE,10,,,,,,,,,,,,,,NewBS DMid DUKE,BS,,,"From D25 DUKE, From D25 DUKE",,,,Free Hit,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , Home Game, Q2, DUKE 0 - 0  BC, DUKE 11v11 BC, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2030.5835571926632,16.571111821332806,BS1 DUKE,11,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 1,,,"From D25 DUKE, From DMid DUKE, From DMid DUKE",,,"Ball Out, Turnover",,,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",", , , , , Home Game, Q2, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2098.514371475995,27.301634756318435,BS1 DUKE,12, ,,,,,,,,TOW D25 BC,,,TO A25 DUKE,,,BS 1,Middle,,"From D25 DUKE, From D25 DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , , , Home Game, Q2, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2156.2664994536617,19.480700286344472,BS1 DUKE,13,,,,,,,,,,,,,,NewBS AMid DUKE,BS,,,"From D25 DUKE, From D25 DUKE",,,,Free Hit,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , Home Game, Q2, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2208.2182384349885,21.132086638348937,BS1 DUKE,14,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 1,,,From D25 DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q2, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3135.297111632323,34.920809369678864,BS1 DUKE,15,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 1,,,"From D25 DUKE, From D25 DUKE, From D25 DUKE",,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",", , , , , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3359.449671844325,8.184772785001314,BS1 DUKE,16,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,From D25 DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3384.72827176632,15.078141094995772,BS1 DUKE,17,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3413.3520496733263,13.09898684500422,BS1 DUKE,18,,,,,,,,,,,,,,NewBS D25 DUKE,BS 1,,,"From D25 DUKE, From D25 DUKE",,,,Free Hit,,,,,,,,,,"To DMid DUKE, To D25 DUKE",", , , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3425.3424847583283,11.370319097668471,BS1 DUKE,19,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,From D25 DUKE,,,"Turnover, Interception",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3483.491849207334,9.546238938662555,BS1 DUKE,20,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,BS 1,,,"From D25 DUKE, From D25 DUKE",,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3608.010455990318,20.787936439681744,BS1 DUKE,21,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3724.273086682317,8.778199185007907,BS1 DUKE,22,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 10v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3764.590883349334,13.926085346000946,BS1 DUKE,23,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, Q3, DUKE 0 - 1  BC, BW1 DUKE, DUKE 10v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3818.311872345314,13.302676765003525,BS1 DUKE,24,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,BS,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Q3, DUKE 0 - 1  BC, Home Game, DUKE 11v11 BC, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4113.807250817663,9.604009647331623,BS1 DUKE,25,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,BS 1,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, Q4, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4162.106206284327,11.304632381009469,BS1 DUKE,26,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q4, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4184.27913023032,7.18172612100534,BS1 DUKE,27,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q4, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4211.62120104733,6.211338916326895,BS1 DUKE,28,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q4, BW1 DUKE, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4285.948461213658,17.916104857676146,BS1 DUKE,29,,,,,,,,,,,,,,NewBS DMid DUKE,BS,,,From D25 DUKE,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , Home Game, Q4, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4374.352877031318,23.361265343339255,BS1 DUKE,30, ,,,,BW D25 BC,,,BL A25 DUKE,,,,,,,BS 1,Left,,"From D25 DUKE, From DMid DUKE, From A25 DUKE",,,"Duel Lost, Turnover",,,,,,,,,,,"To DMid DUKE, To A25 DUKE",", , , , , Home Game, Q4, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4440.715244535663,27.717898805322875,BS1 DUKE,31,,,,,,,,,TOW AMid BC,,,TO DMid DUKE,,,BS 1,,,From D25 DUKE,,,"Turnover, Foul Against",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q4, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,4672.580594259645,11.040405553681921,BS1 DUKE,32,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,From D25 DUKE,,,"Turnover, Interception",,,,,,,,,,,To DMid DUKE,", , , Home Game, Q4, DUKE 0 - 1  BC, BW1 DUKE, DUKE 11v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,5156.822216500651,9.474288426353269,BS1 DUKE,33,,,,,BW A25 BC,,,BL D25 DUKE,,,,,,,BS 1,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, Q4, BW1 DUKE, DUKE 0 - 1  BC, DUKE 10v11 BC, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,373.96852026399483,8.619496648004372,BB Transition DUKE,1,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,,,From DMid BC,From DMid DUKE,,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,418.9310511639822,15.74547427801059,BB Transition DUKE,2,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,,,"From DMid BC, From DMid BC",,,,"Ball Out, Turnover",,,,,,,,,,,"To DMid DUKE, To D25 DUKE",", , , , Home Game, DUKE 0 - 0  BC, BW2 BC, Q1, Start Interception, DUKE 11v11 BC, Start D25 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,564.8146987346711,3.725519662645411,BB Transition DUKE,3,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,,,From AMid BC,,,,"Turnover, Interception",,,,,,,,,,,To DMid DUKE,", , , DUKE 11v11 BC, Out of Conf, Home Game, Q1, Regular Season, DUKE 0 - 0  BC",,
video 23 09 2022,592.8040472466627,5.5870380326766735,BB Transition DUKE,4,,,,,,,,,,,,,,NewBS DMid DUKE,,,From AMid BC,,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , Home Game, Q1, DUKE 0 - 0  BC, DUKE 11v11 BC, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,625.0433184069902,23.323440791002895,BB Transition DUKE,5,,,,,BW DMid BC,,,BL AMid DUKE,,,,,,,,,From D25 BC,"From AMid DUKE, From DMid DUKE",,,"Turnover, Interception",,,,,,,,,,,"To AMid DUKE, To DMid DUKE, To AMid DUKE",", , , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,710.7421012759966,26.36867287265875,BB Transition DUKE,6, ,,,,,,,,,,,,,NewBS A25 DUKE,,Left,From D25 BC,"From AMid DUKE, From A25 DUKE",,,,Long Corner,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,772.7096740966527,7.162906509014988,BB Transition DUKE,7,,,,,BW DMid BC,,,BL AMid DUKE,,,,,,,,,From D25 BC,From AMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,825.0339116269898,4.558286687332043,BB Transition DUKE,8,,,,,BW DMid BC,,,BL AMid DUKE,,,,,,,,,From D25 BC,,,,"Duel Lost, Turnover",,,,,,,,,,,To AMid DUKE,", , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,836.366962019652,6.310462433685757,BB Transition DUKE,9,,,,,,,,,,,,,,NewBS DMid DUKE,,,From AMid BC,,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , Home Game, DUKE 0 - 0  BC, BW2 BC, Q1, Start Interception, DUKE 11v11 BC, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,920.9793501013268,8.18413329734085,BB Transition DUKE,10,,,,,,,,,,,,,,NewBS DMid DUKE,,,From AMid BC,,,,,Sideline,,,,,,,,,,To DMid DUKE,", , Home Game, Q1, BW3 BC, DUKE 11v11 BC, DUKE 0 - 0  BC, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1105.6768738166688,3.1843207963238456,BB Transition DUKE,11,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,To D25 DUKE,", Home Game, Q1, BW4 BC, DUKE 11v11 BC, DUKE 0 - 0  BC, Regular Season, Out of Conf",,
video 23 09 2022,1307.3080737883276,8.502114074329938,BB Transition DUKE,12,,,,,BW DMid BC,,,BL AMid DUKE,,,,,,,,,From AMid BC,From DMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , , Home Game, Q2, DUKE 0 - 0  BC, DUKE 11v11 BC, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1428.034368631995,4.177102642005593,BB Transition DUKE,13,,,,,,,,,,,,,,NewBS AMid DUKE,,,From DMid BC,,,,,Free Hit,,,,,,,,,,To AMid DUKE,", , Home Game, Q2, DUKE 0 - 0  BC, DUKE 11v11 BC, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1533.5253406343263,6.010931681325474,BB Transition DUKE,14,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,,,From A25 BC,,,,"Turnover, Foul Against",,,,,,,,,,,To D25 DUKE,", , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1619.6306851686616,15.360901999999896,BB Transition DUKE,15,,,,,,,,,,,,,,NewBS DMid DUKE,,,From AMid BC,"From D25 DUKE, From DMid DUKE",,,,Free Hit,,,,,,,,,,"To D25 DUKE, To DMid DUKE, To AMid DUKE",", , , , Home Game, DUKE 0 - 0  BC, BW3 BC, Q2, Start Interception, DUKE 11v11 BC, Start D25 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,1700.089857002658,5.732126543004597,BB Transition DUKE,16,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,,,From DMid BC,,,,"Duel Lost, Turnover",,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, Start Interception, Start DMid BC, BS2 BC, Regular Season, Out of Conf",,
video 23 09 2022,1709.7880525643266,5.782365049004511,BB Transition DUKE,17,,,,,,,,,,,,,,,,,From AMid BC,,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , , Home Game, Q2, BW3 BC, DUKE 11v11 BC, DUKE 0 - 0  BC, Regular Season, Out of Conf",,
video 23 09 2022,2065.450558922987,6.843880691667437,BB Transition DUKE,18,,,,,,,,,TOW A25 BC,,,TO D25 DUKE,,,,,From A25 BC,,,,"Ball Out, Turnover",,,,,,,,,,,To D25 DUKE,", , , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2188.755835934661,8.345158532327787,BB Transition DUKE,19,,,,,BW D25 BC,,,BL A25 DUKE,,,,,,,,,From DMid BC,From AMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , , Home Game, Q2, DUKE 0 - 1  BC, DUKE 11v11 BC, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2279.748689503993,13.085855236330644,BB Transition DUKE,20, ,,,,,,,,TOW D25 BC,,,TO A25 DUKE,,,,Right,From DMid BC,"From AMid DUKE, From A25 DUKE",,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","Turnover, Foul Against",,,,,,,,,,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , , , Home Game, Q2, BW2 BC, DUKE 11v11 BC, DUKE 0 - 1  BC, Start AMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2302.251136586994,9.667701773675162,BB Transition DUKE,21,,,,,,,,,,,,,,NewBS AMid DUKE,,,From D25 BC,From DMid DUKE,,,,Free Hit,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,2989.676314936998,9.897630912002569,BB Transition DUKE,22,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
video 23 09 2022,3035.318797534319,4.523543634670659,BB Transition DUKE,23,,,,,BW AMid BC,,,BL DMid DUKE,,,,,,,,,From DMid BC,,,,"Duel Lost, Turnover",,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, Start Interception, Regular Season, Out of Conf",,
video 23 09 2022,3043.1415395399868,3.694138436006142,BB Transition DUKE,24,,,,,,,,,,,,,,,,,From A25 BC,,,,"Turnover, Interception",,,,,,,,,,,To D25 DUKE,", , , , , Home Game, Q3, BW4 BC, DUKE 11v11 BC, DUKE 0 - 1  BC, Regular Season, Out of Conf",,
video 23 09 2022,3075.3626389973147,4.5172479403495345,BB Transition DUKE,25,,,,,,,,,,,,,,NewBS DMid DUKE,,,From AMid BC,,,,,Free Hit,,,,,,,,,,To DMid DUKE,", , Home Game, Q3, DUKE 0 - 1  BC, DUKE 11v11 BC, BW2 DUKE, Start DMid DUKE, Regular Season, Out of Conf",,
