Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UVA,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UVA,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UVA,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UVA,BS Outcome - New BS DUKE,BS Outcome - New BS UVA,Ball Start,Circle Entry,From Zone DUKE,From Zone UVA,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UVA,Start Type UofL,To Zone DUKE,To Zone UVA,To Zone UofL,Ungrouped,Notes,Flags
Duke vs UVA,1060.3835746699997,0.0,Labels,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,,", ",,
Duke vs UVA,1062.3791075503323,0.0,Labels,175,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1071.9399779993335,0.0,Labels,176,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1074.5183151103329,0.0,Labels,177,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1078.3407912826665,0.0,Labels,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,,", ",,
Duke vs UVA,1080.712989219333,0.0,Labels,179,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1089.19485506,0.0,Labels,180,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1091.4462810416665,0.0,Labels,181,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1099.047635591666,0.0,Labels,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,1102.1957895356659,0.0,Labels,183,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1103.7182538753334,0.0,Labels,184,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To D25 UVA,,,,
Duke vs UVA,1105.4475858216667,0.0,Labels,185,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1109.6475507556665,0.0,Labels,186,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1127.0356812083335,0.0,Labels,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,1129.4692124826668,0.0,Labels,188,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1132.8276218409999,0.0,Labels,189,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1138.8491144199995,0.0,Labels,190,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1139.8870753626659,0.0,Labels,191,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1142.1027738679998,0.0,Labels,192,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1147.3738694989993,0.0,Labels,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,1156.7110178130001,0.0,Labels,194,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1159.120628486999,0.0,Labels,195,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1173.0761229749999,0.0,Labels,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,1183.986107966333,0.0,Labels,197, ,,,,,,,,,,,,,,,Right,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1188.6239821769989,0.0,Labels,198,,,,,,,,,,,,,,,,,,From A25 UVA,,"CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1233.7678662359992,0.0,Labels,199,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs UVA,1254.3640006970002,0.0,Labels,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UVA,1399.6547195789997,0.0,Labels,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,", ",,
Duke vs UVA,1403.6435867423336,0.0,Labels,202,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1406.2431842879994,0.0,Labels,203,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 UVA,,,,
Duke vs UVA,1414.2376371513326,0.0,Labels,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,1416.5274419410002,0.0,Labels,205,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1417.689298906999,0.0,Labels,206,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1419.299617050666,0.0,Labels,207, ,,,,,,,,,,,,,,,Right,,From DMid UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1422.4396061293328,0.0,Labels,208,,,,,,,,,,,,,,,,,,From A25 UVA,,"Chance UVA, Shot UVA, CE UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1424.8689808703327,0.0,Labels,209,,,,,,,,,,,,,,,,,,From A25 UVA,ACE,"CE UVA, Goal UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1449.2700034773334,0.0,Labels,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,", ",,
Duke vs UVA,1454.794158096333,0.0,Labels,211,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1462.3673557843329,0.0,Labels,212,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1465.3537255143333,0.0,Labels,213,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1469.2511098799996,0.0,Labels,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,1472.3066711583333,0.0,Labels,215,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1477.0746386293333,0.0,Labels,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UVA,,", ",,
Duke vs UVA,1479.401419594333,0.0,Labels,217,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1488.8182631863328,0.0,Labels,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,1491.5726038783328,0.0,Labels,219,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1492.8269058423323,0.0,Labels,220,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1494.4965780883324,0.0,Labels,221,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1495.966916908333,0.0,Labels,222,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1497.2680738753334,0.0,Labels,223,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1498.7213470423328,0.0,Labels,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,1504.5651454273325,0.0,Labels,225,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1515.0900884463333,0.0,Labels,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UVA,,", ",,
Duke vs UVA,1522.5168141253328,0.0,Labels,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,1526.1495380033323,0.0,Labels,228, ,,,,,,,,,,,,,,,Right,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1530.1844005273329,0.0,Labels,229,,,,,,,,,,,,,,,,,,From A25 UVA,,CE UVA,ACE-0 UVA,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1531.675347471332,0.0,Labels,230,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1532.8225950483334,0.0,Labels,231,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1535.090329205333,0.0,Labels,232,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1539.6311527710002,0.0,Labels,233,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1545.517547516333,0.0,Labels,234,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1551.8157897046663,0.0,Labels,235,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1555.1913427413326,0.0,Labels,236,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1560.0008784283332,0.0,Labels,237,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1567.6783367496662,0.0,Labels,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,1570.590594955666,0.0,Labels,239,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1572.581202417333,0.0,Labels,240,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1574.8241182640002,0.0,Labels,241,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1576.1416877773331,0.0,Labels,242,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1590.3360123589996,0.0,Labels,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UVA,,", ",,
Duke vs UVA,1595.4168560303322,0.0,Labels,244,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1597.7736423620004,0.0,Labels,245,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1599.052963058333,0.0,Labels,246,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1613.695198143333,0.0,Labels,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,,", ",,
Duke vs UVA,1616.0093604176664,0.0,Labels,248,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1618.9490881359998,0.0,Labels,249,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1636.8044676456666,0.0,Labels,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,,", ",,
Duke vs UVA,1645.5941804486663,0.0,Labels,251,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1650.2778499510002,0.0,Labels,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,1653.3628909533325,0.0,Labels,253,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1654.560314143,0.0,Labels,254,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1655.9099959749997,0.0,Labels,255,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1659.7657369666658,0.0,Labels,256,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1661.6437052639997,0.0,Labels,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,1664.1319524853334,0.0,Labels,258,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1665.4209644386658,0.0,Labels,259,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1667.218076033999,0.0,Labels,260,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1670.5196564503333,0.0,Labels,261, ,,,,,,,,,,,,,,,Right,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1673.482652945999,0.0,Labels,262,,,,,,,,,,,,,,,,,,From A25 UVA,,"Chance UVA, Shot UVA, CE UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1679.3772658279995,0.0,Labels,263,,,,,,,,,,,,,,,,,,From A25 UVA,,"CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1730.3940212969992,0.0,Labels,264,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs UVA,1739.1571352389992,0.0,Labels,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UVA,1740.3181457569988,0.0,Labels,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,,", ",,
Duke vs UVA,1741.5249297429993,0.0,Labels,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,", ",,
Duke vs UVA,1743.6550407793334,0.0,Labels,268,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1749.0956740973334,0.0,Labels,269,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1751.9679847683326,0.0,Labels,270, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1759.187434123333,0.0,Labels,271,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,To Circle DUKE,,,,,
Duke vs UVA,1820.4751735693333,0.0,Labels,272,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs UVA,1831.5789028053325,0.0,Labels,273,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,,To Circle DUKE,,,", ",,
Duke vs UVA,1872.5847192423332,0.0,Labels,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,1878.4395399873329,0.0,Labels,275,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1879.598176342667,0.0,Labels,276,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,1880.979438488666,0.0,Labels,277,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,1883.8285913913337,0.0,Labels,278,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,1888.3518751136664,0.0,Labels,279,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,1892.5184382413327,0.0,Labels,280,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1897.4352317349992,0.0,Labels,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,1905.2605950236657,0.0,Labels,282,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,1909.4185670273332,0.0,Labels,283,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,1912.8692408629993,0.0,Labels,284,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,1915.7504487306664,0.0,Labels,285, ,,,,,,,,,,,,,,,Left,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,1926.518545043667,0.0,Labels,286,,,,,,,,,,,,,,,,,,From A25 UVA,,"CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,1973.6004224496662,0.0,Labels,287,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs UVA,1981.0480562006662,0.0,Labels,288,,,,,,,,,,,,,,,,,,,PC,", Goal UVA",,,,,,,,,,,,To Circle DUKE,,,", ",,
Duke vs UVA,2016.2018076266666,0.0,Labels,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,", ",,
Duke vs UVA,2024.2646366903325,0.0,Labels,290,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2026.2352295769997,0.0,Labels,291,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2049.537910744,0.0,Labels,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,", ",,
Duke vs UVA,2064.766872340333,0.0,Labels,293,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2072.524110050999,0.0,Labels,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,2075.1407245486657,0.0,Labels,295,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To D25 UVA,,,,
Duke vs UVA,2078.375979089332,0.0,Labels,296,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,2087.714686141666,0.0,Labels,297,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2088.790888093666,0.0,Labels,298,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2101.493264323333,0.0,Labels,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,,", ",,
Duke vs UVA,2106.067295182999,0.0,Labels,300,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2111.9294059536664,0.0,Labels,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,2118.4051580063333,0.0,Labels,302,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2127.1460873769997,0.0,Labels,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,,", ",,
Duke vs UVA,2133.4595587899994,0.0,Labels,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,,", ",,
Duke vs UVA,2135.9454044476665,0.0,Labels,305,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2142.9125271976663,0.0,Labels,306,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,2144.962897447666,0.0,Labels,307,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2146.269337657333,0.0,Labels,308,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,To D25 UVA,,,,
Duke vs UVA,2155.7621415316657,0.0,Labels,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,2160.7789317129996,0.0,Labels,310,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,2166.2527662803327,0.0,Labels,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UVA,,", ",,
Duke vs UVA,2168.536255283667,0.0,Labels,312,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,2170.6529251283337,0.0,Labels,313,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,2173.526460485999,0.0,Labels,314,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2179.686328582666,0.0,Labels,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,,", ",,
Duke vs UVA,2182.636430398666,0.0,Labels,316,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2184.4864713526667,0.0,Labels,317,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2185.6634769963325,0.0,Labels,318,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,2193.269831603999,0.0,Labels,319,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,2209.406302003667,0.0,Labels,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC UVA,,,,,", ",,
Duke vs UVA,2210.8435498306662,0.0,Labels,321,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,2213.492799096666,0.0,Labels,322,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,,,
Duke vs UVA,2217.676376169666,0.0,Labels,323,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,2227.138980557333,0.0,Labels,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,2230.2264188776667,0.0,Labels,325, ,,,,,,,,,,,,,,,Right,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2235.3799231073326,0.0,Labels,326,,,,,,,,,,,,,,,,,,From A25 UVA,,CE UVA,ACE-0 UVA,,,,,,,,,,,To Circle UVA,,,,,
Duke vs UVA,2243.6263562836666,0.0,Labels,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC UVA,,,,,", ",,
Duke vs UVA,2244.5252971289997,0.0,Labels,328,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,To A25 UVA,,,,
Duke vs UVA,2253.715149695333,0.0,Labels,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,2257.548641170666,0.0,Labels,330,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2272.226702334333,0.0,Labels,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,2280.887800592666,0.0,Labels,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UVA,,", ",,
Duke vs UVA,2289.5043716453333,0.0,Labels,333,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2293.670943198,0.0,Labels,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,,", ",,
Duke vs UVA,2295.9212933870003,0.0,Labels,335,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2301.101270089333,0.0,Labels,336,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To D25 DUKE,,,,,
Duke vs UVA,2305.9360592919993,0.0,Labels,337,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2307.222746691666,0.0,Labels,338,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2315.676585472333,0.0,Labels,339,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To A25 DUKE,,,,,
Duke vs UVA,2331.2410270943333,0.0,Labels,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,,", ",,
Duke vs UVA,2334.8669391493327,0.0,Labels,341,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2341.4535393433325,0.0,Labels,342,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2343.4714983416657,0.0,Labels,343,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid DUKE,,,,,
Duke vs UVA,2346.833823738666,0.0,Labels,344,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid DUKE,,,,,
Duke vs UVA,2356.156171785666,0.0,Labels,345,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2362.687590450667,0.0,Labels,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UVA,,", ",,
Duke vs UVA,2366.4187310676657,0.0,Labels,347,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,To DMid UVA,,,,
Duke vs UVA,2369.1723339283335,0.0,Labels,348,,,,,,,,,,,,,,,,,,From D25 UVA,,,,,,,,,,,,,,,,,,,
Duke vs UVA,2381.0211995913332,0.0,Labels,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,,", ",,
